1,900,1100,1230,200,1900,2030,200,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39905.8,46878.2,43598.7,19812.1,26116.5,42770.3,29266.3,29085.5,34129.6,36791.3,455.009,43170.6,26198.9,30505.6,14594.8,48983.2,23674.1,32435.1,32625.7,19948.5,36511.2,34261.7,48523.1,43083.4,30999.8,34603.4,31553.7,28607.7,20962.9,20334.5,31258.3,44830,34530.2,30502,19535.8,31175.8,25624.6,28081,26201.1,35528.6,30948.5,31094.9,42213.8,15487.9,42347.5,29488.7,20969.9,32918.6,42597.8
39905.8,0,11637.3,11393.7,26359.5,28742.4,3293.86,40037.3,63304.4,67431.9,3986.65,40228.4,10599.4,30439.5,28545.4,52204.5,22746.9,16963.6,16803.9,28677.6,44486.3,27804.9,66451.7,16332.5,10399.7,27319.2,23566.5,46231.8,25334.6,23580.2,25400.2,28470.1,27267.8,22778,20596.7,43962.3,28490.8,25052,47995.1,40232.6,20789.1,28319.5,27395.9,11014.6,38848.9,10564.6,63702.5,57384.9,28826.7,39854.1
46878.2,11637.3,0,3819.18,29659.1,28991.7,12113.8,39186.3,66434.1,69996.2,11871.5,47261.7,3911.65,30512.4,27047.4,57325.8,12619.7,23277.1,16513.1,26306.9,46710.8,23803.4,68669.2,5078.12,3939.6,25686.4,20557.8,57440.1,24958.1,27298.9,28759.3,26667.6,19640.2,19878.4,20234.9,46255.1,26721.3,26077.2,48308.2,40338.5,17586.3,26651.2,25717.8,21614.5,42029.9,4789.46,66807.6,61702.1,26333.1,34678.2
43598.7,11393.7,3819.18,0,25979.4,25172.6,12868.6,35417.5,62648.3,66188.4,10326.1,43992.4,800.082,26695.3,23275.7,53713.8,11369.2,20174.5,12720.8,22596.1,42907.5,20270.3,64854.4,5589.09,998.89,21915.8,16855.1,55804.4,21140.6,23686.5,25093.1,22913.5,17007.7,16156.8,16417.8,42454.5,22965.1,22274.4,44502.7,36531.3,13862.7,22887.9,21950.1,22196.3,38281.5,1302.74,63020.5,57999.6,22634,31473.7
19812.1,26359.5,29659.1,25979.4,0,7589.89,29642.4,16774.7,37188.5,41145.3,22459.8,20260.7,25752.5,8563.35,11539.7,27802.8,29495.9,10523.1,13553.3,13542.2,18134.5,17024.6,40106.6,30168.1,25719.5,11679.4,14794.5,43781,8942.99,2813.42,960.607,12216.7,25032.6,14720.9,10892.1,17606.6,12145.8,5877.99,22511,15556.4,15825.6,11885.9,11788.1,33291.2,12610.7,24876.7,37577.6,32047.8,13851.5,25413.8
26116.5,28742.4,28991.7,25172.6,7589.89,0,31990.7,11366.3,37899.9,41163.3,24767,26571.4,25180.4,1701.29,4397.12,31257.7,25649.3,15879.6,12705.9,6521.09,18043.1,10574,39744.7,28203.5,25206.8,5091.54,9971.16,51369.4,4076.76,8914.22,7777.92,5157.95,19470.8,10280.6,8798.16,17644.6,5073.61,3836.54,19525.2,11596.2,12209.7,4859.38,5165.89,37378.1,14610.9,24326.7,38253.8,34310.3,6808.86,17823.9
42770.3,3293.86,12113.8,12868.6,29642.4,31990.7,0,43262.1,66541.4,70692.9,7270.37,43080,12122.9,33685.4,31680.2,55295.1,24151.9,20124.5,19906.5,31733.4,47772.4,30660.4,69725.7,17126.3,11931.1,30433.8,26497.5,47304.7,28531.3,26858.4,28683.6,31578.2,29466.6,25710.8,23752.6,47247.3,31602,28318.7,51277,43500.8,23649.2,31438.3,30507.1,9506.15,42112.5,12308.1,66940.5,60545.3,31871.2,42629.5
29266.3,40037.3,39186.3,35417.5,16774.7,11366.3,43262.1,0,30817.9,33061.3,36076.1,29683.6,35553,9668.64,12141.9,28728.3,33283.9,26740.8,23603.5,13054.3,12771.2,16584.7,31267.3,37539.2,35609.4,13501.8,18731.3,58533.4,14773.7,19111.6,17435.3,12530.1,25219.6,19356.8,19648.2,12715.8,12473.2,15180.3,9661.13,3356.12,21630.9,12535.8,13468.8,48718.9,13962.4,34741.4,31105.8,29644.1,13095.6,14980.5
29085.5,63304.4,66434.1,62648.3,37188.5,37899.9,66541.4,30817.9,0,5106.5,59503.6,29109.3,62534.9,36631.2,41063.1,14897.9,63199.7,46508.4,49927.6,42678.8,19857.3,46735.7,5976.12,66073.8,62528.6,42302,47668.5,58262.8,41957.8,39864.7,38141.5,41704.7,55750.8,48083.3,46340.6,20267.9,41624.8,40396.7,21668.3,28141.3,50100.5,41566.2,42322.8,68566.6,24578.6,61659.2,412.626,8565.25,42823.9,44872.1
34129.6,67431.9,69996.2,66188.4,41145.3,41163.3,70692.9,33061.3,5106.5,0,63577.8,34164.3,66120.1,39785.5,44009.4,20004.3,66038.6,50780.7,53492.3,45483.1,23296,49406.3,2375.41,69354.1,66125.1,45296.8,50709.4,63333.7,45240.1,43881.5,42104.9,44606.8,58255.5,51178.1,49790.2,23766.9,44530.8,43921.3,23512,30710.4,53275.9,44498.3,45306.6,73075.3,28583.6,65249.3,4726.74,13654.2,45601,46362.1
36791.3,3986.65,11871.5,10326.1,22459.8,24767,7270.37,36076.1,59503.6,63577.8,0,37134.1,9550.96,26465.4,24673.5,48683.5,21194.5,13416.9,13002.4,24893.3,40568.3,24266.2,62565.8,15814.5,9364.61,23470.9,19952.7,45638.2,21402.9,19699,21499.3,24627.2,24587.7,19166.3,16714.8,40048,24644.5,21067.6,44009.2,36247.2,17288.7,24465,23551.2,13968.7,34997.2,9190.31,59899.5,53734.8,25055.2,36373.7
455.009,40228.4,47261.7,43992.4,20260.7,26571.4,43080,29683.6,29109.3,34164.3,37134.1,0,43560.7,26652.5,30960.6,14545.7,49416.7,24044.3,32860.5,33080.7,20275.5,36965.7,34327.8,48929.2,43472.6,31454.6,35052.8,31296.5,29060.4,21398.5,20779.7,31713.3,45280.5,34977.8,30942.4,19868.8,31630.8,26075.7,28415.8,26609,35970.7,31403.5,31549.7,42442.1,15884.4,42739.3,29511.1,20944.6,33373.6,43042
43170.6,10599.4,3911.65,800.082,25752.5,25180.4,12122.9,35553,62534.9,66120.1,9550.96,43560.7,0,26725.8,23414.9,53441.3,12155.8,19676.2,12628,22803.9,42829.2,20603.5,64810.2,6310.78,199.654,22058,17079.5,55068.2,21171.7,23410.5,24855.5,23075.8,17630,16365,16398.1,42370.1,23125,22198.9,44570.8,36596.7,14075,23039,22096.3,21422.2,38119.3,877.871,62909.3,57792.9,22852.3,31929.2
26198.9,30439.5,30512.4,26695.3,8563.35,1701.29,33685.4,9668.64,36631.2,39785.5,26465.4,26652.5,26725.8,0,4792.34,30529.9,26703.9,17426.2,14323.2,6823.66,16800.9,11042.6,38321.1,29572.3,26757.5,5821.93,11059.2,52262.1,5555.22,10227.1,8902.26,5544.12,20122.5,11452.6,10388,16430.6,5456.5,5517.5,17900.9,9948.3,13495.6,5305.92,5867.69,39064.2,13842.6,25878,36978.6,33321.4,7074.25,17041.3
30505.6,28545.4,27047.4,23275.7,11539.7,4397.12,31680.2,12141.9,41063.1,44009.4,24673.5,30960.6,23414.9,4792.34,0,35322.2,22141.1,18059.9,11782.2,2124.01,21335.7,6264.41,42440.1,25581.9,23473.6,1361.31,6740.98,55082.7,3729.4,12215.5,11510.9,767.57,15331.5,7292.22,7959.03,21000.4,681.033,6216.64,21389.6,13496.3,9529.74,517.494,1337.61,38015.7,18634.9,22607.8,41399.6,38039.9,2413.17,14320.6
14594.8,52204.5,57325.8,53713.8,27802.8,31257.7,55295.1,28728.3,14897.9,20004.3,48683.5,14545.7,53441.3,30529.9,35322.2,0,56688.9,35275.6,41347.2,37317.4,16030.9,41556.4,20520.9,57963.8,53394.7,36286.5,41128.3,43529,34905.7,30031.2,28654.1,36071.1,50650.9,41325.4,38374.8,16027.5,35983.6,32530.8,22832.6,25396.4,42944.8,35835.7,36345.9,55957.2,16687.4,52571.6,15281.7,6452.96,37547.8,43683.8
48983.2,22746.9,12619.7,11369.2,29495.9,25649.3,24151.9,33283.9,63199.7,66038.6,21194.5,49416.7,12155.8,26703.9,22141.1,56688.9,0,27480.3,16691.4,20559.1,43462.4,16703.5,64384.3,7787.45,12354.9,20929.6,15679.5,65555.8,21809.8,28024.1,28822.2,21495.1,8933.31,15398.3,18604.1,43112.9,21574.9,24202.8,42929.7,35341.2,13770.2,21635.6,20901.4,33551.9,40191.5,12211.1,63533.8,59959.6,20437.6,24769.8
23674.1,16963.6,23277.1,20174.5,10523.1,15879.6,20124.5,26740.8,46508.4,50780.7,13416.9,24044.3,19676.2,17426.2,18059.9,35275.6,27480.3,0,11346.5,19373.4,28297.7,21136.2,49934.7,25404.7,19571.9,17404.1,17186.5,39078.3,14352.4,7801.61,9652.74,18429.9,26306.7,16644.7,12034.8,27749.5,18398.4,12219.2,33033.6,25925,16256.8,18137.4,17519.4,22813.8,22315.2,18890.1,46910.8,40425.1,19651.5,32211.3
32435.1,16803.9,16513.1,12720.8,13553.3,12705.9,19906.5,23603.5,49927.6,53492.3,13002.4,32860.5,12628,14323.2,11782.2,41347.2,16691.4,11346.5,0,11891.2,30201.4,11642.5,52192.2,16616.8,12633.2,10527.3,7245.2,50371.5,8855.61,11612.1,12735.8,11672.8,15037.2,6496.4,3961.24,29743.2,11695.8,9571.92,32222.6,24269.7,5249.73,11532.1,10600.9,26697.5,25603.2,11757,50299.7,45396.8,12053.3,23718.9
32625.7,28677.6,26306.9,22596.1,13542.2,6521.09,31733.4,13054.3,42678.8,45483.1,24893.3,33080.7,22803.9,6823.66,2124.01,37317.4,20559.1,19373.4,11891.2,0,23066.6,4241.93,43851.6,24485.6,22879.2,2010.08,5749.43,56903.9,5133.76,14020.1,13453.2,1367.62,13384.7,6440.4,8376.93,22756.8,1449.85,7996.51,22555.5,14810.7,8733.77,1683.62,1891.9,38486,20637.9,22031.1,43007.3,39897.2,310.346,12838
19948.5,44486.3,46710.8,42907.5,18134.5,18043.1,47772.4,12771.2,19857.3,23296,40568.3,20275.5,42829.2,16800.9,21335.7,16030.9,43462.4,28297.7,30201.4,23066.6,0,27228.7,22079.2,46222.7,42832.6,22533.1,27857.1,51288.5,22101,20933.3,19091.6,22008.9,36357.5,28250.3,26534.6,563.411,21926.3,20633.7,8158.37,9499.55,30247.3,21846.6,22561.1,51053.3,6343.55,41957.5,20212.8,17088,23238.8,27751.4
36511.2,27804.9,23803.4,20270.3,17024.6,10574,30660.4,16584.7,46735.7,49406.3,24266.2,36965.7,20603.5,11042.6,6264.41,41556.4,16703.5,21136.2,11642.5,4241.93,27228.7,0,47713.4,21371.9,20708.6,5526.54,4397.55,59600.5,8103.24,17002.4,16777.2,5502.8,9154.91,5158.48,9178.35,26933.7,5590.46,11188.5,26226.2,18697.2,7017.47,5761.96,5438.01,38171.9,24874,19913.2,47057.1,44114.2,4026.48,12122.5
34261.7,66451.7,68669.2,64854.4,40106.6,39744.7,69725.7,31267.3,5976.12,2375.41,62565.8,34327.8,64810.2,38321.1,42440.1,20520.9,64384.3,49934.7,52192.2,43851.6,22079.2,47713.4,0,67887.1,64821.2,43744.5,49163.7,64027.9,43817.7,42872.7,41067.2,43017.3,56486,49655.1,48438.3,22575.8,42943.1,42623.9,21650.7,29045.4,51784.6,42921.6,43749.5,72393.8,27641.5,63943.1,5692.82,14385.3,43958.3,44309.8
48523.1,16332.5,5078.12,5589.09,30168.1,28203.5,17126.3,37539.2,66073.8,69354.1,15814.5,48929.2,6310.78,29572.3,25581.9,57963.8,7787.45,25404.7,16616.8,24485.6,46222.7,21371.9,67887.1,0,6484.7,24240,18853.7,61378.6,24130.7,28110.7,29338.9,25085.3,15697.9,18293.6,19819.7,45805.9,25150.9,25799.8,46963,39074.6,16111.3,25130.8,24248.7,26632.1,42063.2,6860.42,66432.9,61922.7,24454,31306.3
43083.4,10399.7,3939.6,998.89,25719.5,25206.8,11931.1,35609.4,62528.6,66125.1,9364.61,43472.6,199.654,26757.5,23473.6,53394.7,12354.9,19571.9,12633.2,22879.2,42832.6,20708.6,64821.2,6484.7,0,22117.7,17160.1,54893.9,21204.6,23365.2,24819.8,23140.2,17799.2,16441.9,16419.7,42371.9,23188.8,22205.1,44610.3,36636,14153.7,23100.7,22157,21225,38101.7,880.179,62903.5,57763,22930.1,32061
30999.8,27319.2,25686.4,21915.8,11679.4,5091.54,30433.8,13501.8,42302,45296.8,23470.9,31454.6,22058,5821.93,1361.31,36286.5,20929.6,17404.1,10527.3,2010.08,22533.1,5526.54,43744.5,24240,22117.7,0,5419.71,54913.7,3123.88,12038.1,11538.3,1161.6,14389.9,5946.59,6782.33,22184.2,1173.96,6024.47,22740.7,14834.6,8173.06,1009.16,118.189,36907.9,19608,21252.8,42641.7,39142.4,2310.55,14817.8
34603.4,23566.5,20557.8,16855.1,14794.5,9971.16,26497.5,18731.3,47668.5,50709.4,19952.7,35052.8,17079.5,11059.2,6740.98,41128.3,15679.5,17186.5,7245.2,5749.43,27857.1,4397.55,49163.7,18853.7,17160.1,5419.71,0,56031,6250.99,14135.6,14335.2,6232.3,10248.5,788.514,5166.43,27489.7,6297.35,9015.12,28109.4,20236,3009.31,6280.14,5417.79,33818.6,24547,16320,48012.1,44281,5779.14,16498.3
31553.7,46231.8,57440.1,55804.4,43781,51369.4,47304.7,58533.4,58262.8,63333.7,45638.2,31296.5,55068.2,52262.1,55082.7,43529,65555.8,39078.3,50371.5,56903.9,51288.5,59600.5,64027.9,61378.6,54893.9,54913.7,56031,0,51832.7,42886.3,43641.1,55678.2,65381.2,55565.8,50880.3,50832.4,55619.1,48911.8,59293.1,55966.5,55331,55348.4,55030.8,40440.6,46021.4,54569.7,58623.5,49699.2,57211.5,69191.2
28607.7,25334.6,24958.1,21140.6,8942.99,4076.76,28531.3,14773.7,41957.8,45240.1,21402.9,29060.4,21171.7,5555.22,3729.4,34905.7,21809.8,14352.4,8855.61,5133.76,22101,8103.24,43817.7,24130.7,21204.6,3123.88,6250.99,51832.7,0,8996.72,8673.96,4082.01,16282.9,6420.61,4894.75,21693.9,4047.8,3085.31,23425.6,15455.5,8197.18,3785.32,3242.02,34506.7,18386.2,20325.3,42313.8,38204.8,5432.48,17915.1
20962.9,23580.2,27298.9,23686.5,2813.42,8914.22,26858.4,19111.6,39864.7,43881.5,19699,21398.5,23410.5,10227.1,12215.5,30031.2,28024.1,7801.61,11612.1,14020.1,20933.3,17002.4,42872.7,28110.7,23365.2,12038.1,14135.6,42886.3,8996.72,0,1880.88,12794.5,24333.4,13915.7,9595.39,20402.4,12736.7,6025.47,25256.8,18139.5,14645.9,12465.6,12154.6,30509,15309.8,22540.4,40256.8,34512.6,14328.4,26467.9
20334.5,25400.2,28759.3,25093.1,960.607,7777.92,28683.6,17435.3,38141.5,42104.9,21499.3,20779.7,24855.5,8902.26,11510.9,28654.1,28822.2,9652.74,12735.8,13453.2,19091.6,16777.2,41067.2,29338.9,24819.8,11538.3,14335.2,43641.1,8673.96,1880.88,0,12156.5,24583.7,14216.8,10228.6,18564.5,12089.9,5588.99,23387.5,16337.5,15215.2,11824.4,11650.4,32387.2,13565,23980.6,38531,32959.1,13763.5,25561.7
31258.3,28470.1,26667.6,22913.5,12216.7,5157.95,31578.2,12530.1,41704.7,44606.8,24627.2,31713.3,23075.8,5544.12,767.57,36071.1,21495.1,18429.9,11672.8,1367.62,22008.9,5502.8,43017.3,25085.3,23140.2,1161.6,6232.3,55678.2,4082.01,12794.5,12156.5,0,14588.2,6830.94,7943.67,21681.3,87.6778,6773.07,21878.6,14027.3,9100.84,332.043,1076.24,38068.9,19384.6,22279.6,42038.7,38752.9,1665.03,13844.4
44830,27267.8,19640.2,17007.7,25032.6,19470.8,29466.6,25219.6,55750.8,58255.5,24587.7,45280.5,17630,20122.5,15331.5,50650.9,8933.31,26306.7,15037.2,13384.7,36357.5,9154.91,56486,15697.9,17799.2,14389.9,10248.5,65381.2,16282.9,24333.4,24583.7,14588.2,0,10417.7,14932.1,36072.1,14675.4,19208.5,34864.3,27624.2,10100.6,14816.8,14323.9,38261.6,33963.7,17258.3,56063.8,53268.6,13179.4,15853.8
34530.2,22778,19878.4,16156.8,14720.9,10280.6,25710.8,19356.8,48083.3,51178.1,19166.3,34977.8,16365,11452.6,7292.22,41325.4,15398.3,16644.7,6496.4,6440.4,28250.3,5158.48,49655.1,18293.6,16441.9,5946.59,788.514,55565.8,6420.61,13915.7,14216.8,6830.94,10417.7,0,4689.93,27872.5,6891.16,9028.11,28681.5,20781.1,2294.13,6852.11,5956.76,33037.7,24793.4,15596.9,48430,44576.2,6488.38,17271.4
30502,20596.7,20234.9,16417.8,10892.1,8798.16,23752.6,19648.2,46340.6,49790.2,16714.8,30942.4,16398.1,10388,7959.03,38374.8,18604.1,12034.8,3961.24,8376.93,26534.6,9178.35,48438.3,19819.7,16419.7,6782.33,5166.43,50880.3,4894.75,9595.39,10228.6,7943.67,14932.1,4689.93,0,26094.9,7954.97,5980.26,28287.8,20326.6,5050.95,7764.05,6869.21,30138.4,22252.1,15539.6,46706.4,42125.1,8585.08,20829.4
19535.8,43962.3,46255.1,42454.5,17606.6,17644.6,47247.3,12715.8,20267.9,23766.9,40048,19868.8,42370.1,16430.6,21000.4,16027.5,43112.9,27749.5,29743.2,22756.8,563.411,26933.7,22575.8,45805.9,42371.9,22184.2,27489.7,50832.4,21693.9,20402.4,18564.5,21681.3,36072.1,27872.5,26094.9,0,21598,20180.3,8547.25,9410.27,29853.3,21512.9,22214.5,50499.9,5781.59,41497.5,20627.4,17296.3,22934.2,27692.1
31175.8,28490.8,26721.3,22965.1,12145.8,5073.61,31602,12473.2,41624.8,44530.8,24644.5,31630.8,23125,5456.5,681.033,35983.6,21574.9,18398.4,11695.8,1449.85,21926.3,5590.46,42943.1,25150.9,23188.8,1173.96,6297.35,55619.1,4047.8,12736.7,12089.9,87.6778,14675.4,6891.16,7954.97,21598,0,6717,21812.4,13956.8,9158.26,271.842,1095.11,38075.4,19297,22327.6,41959.1,38667.4,1745.3,13886.3
25624.6,25052,26077.2,22274.4,5877.99,3836.54,28318.7,15180.3,40396.7,43921.3,21067.6,26075.7,22198.9,5517.5,6216.64,32530.8,24202.8,12219.2,9571.92,7996.51,20633.7,11188.5,42623.9,25799.8,22205.1,6024.47,9015.12,48911.8,3085.31,6025.47,5588.99,6773.07,19208.5,9028.11,5980.26,20180.3,6717,0,23004.6,15182.2,10433.5,6445.43,6140.01,33546.7,16281.7,21328.6,40765.4,36160,8305.28,20523.7
28081,47995.1,48308.2,44502.7,22511,19525.2,51277,9661.13,21668.3,23512,44009.2,28415.8,44570.8,17900.9,21389.6,22832.6,42929.7,33033.6,32222.6,22555.5,8158.37,26226.2,21650.7,46963,44610.3,22740.7,28109.4,59293.1,23425.6,25256.8,23387.5,21878.6,34864.3,28681.5,28287.8,8547.25,21812.4,23004.6,0,7974.29,30911,21833.6,22726.2,55747.5,13471,43732.7,21919.6,22020.8,22626.4,23211.7
26201.1,40232.6,40338.5,36531.3,15556.4,11596.2,43500.8,3356.12,28141.3,30710.4,36247.2,26609,36596.7,9948.3,13496.3,25396.4,35341.2,25925,24269.7,14810.7,9499.55,18697.2,29045.4,39074.6,36636,14834.6,20236,55966.5,15455.5,18139.5,16337.5,14027.3,27624.2,20781.1,20326.6,9410.27,13956.8,15182.2,7974.29,0,22987.9,13957.7,14826.9,48374.2,10774.1,35758.4,28448.8,26494.3,14913.5,18290.2
35528.6,20789.1,17586.3,13862.7,15825.6,12209.7,23649.2,21630.9,50100.5,53275.9,17288.7,35970.7,14075,13495.6,9529.74,42944.8,13770.2,16256.8,5249.73,8733.77,30247.3,7017.47,51784.6,16111.3,14153.7,8173.06,3009.31,55331,8197.18,14645.9,15215.2,9100.84,10100.6,2294.13,5050.95,29853.3,9158.26,10433.5,30911,22987.9,0,9106.03,8192.2,31230.9,26539,13311.8,50452,46387.1,8777.45,19089.2
