1,900,1100,1230,200,1900,2030,200,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39905.8,46878.2,43598.7,19812.1,26116.5,42770.3,29266.3,29085.5,34129.6,36791.3,455.009,43170.6,26198.9,30505.6,14594.8,48983.2,23674.1,32435.1,32625.7,19948.5,36511.2,34261.7,48523.1,43083.4,30999.8,34603.4,31553.7,28607.7,20962.9,20334.5,31258.3,44830,34530.2,30502,19535.8,31175.8,25624.6,28081,26201.1,35528.6,30948.5,31094.9,42213.8,15487.9,42347.5,29488.7,20969.9,32918.6,42597.8,30607.8,29227.5,31532.3,4467.47,30557.1,25671.7,20057.3,32601.4,28999.7,31556.9,29264.7,38660.7,23131.4,39839,41612.8,43083.7,34138.7,26289.9,37447.2,29247.9,28748.6,30512.5,25094.9,31289.2,31576.2,53277.6,29225.1,28106.4,22806.8,28770.9,28814.4,45595.5,31533.2,31401.6,29798.1,31182.1,26159.5,31173.1,43130,42885.2,28712.1,30947.2,31536,19612.9,42129.3,32068.1,32708.9,30590.9,35354.7,23006,23941.4,42185.1,31762.9,44720.6,25087.2,31012.6,42080.1,31526,31629.8,28178.1,36120.4,34997.4,5335.52,35606.7,28834.1,31285.3,31380.7,28949.8,30977.8,30624.1,25199.7,31872,31450.6,35358.2,31136.4,30794.6,17917.1,43194.4,43187.2,13686.2,34728.9,31278.8,34115.3,41871,28888.1,43076.2,32570.1,31431,37748.5,25191.6,41317.1,43000.7,35260.1,31177,31281.8,26331.6,30565.3,22575.7,31555.1,28343.2,31580.3,27610,14327.7,630.951,39840.4,45603.3,30031.2,26162.1,25916.4,30835.4,21699,25670,35429.2,43077.8,31416.3,19649.1,42898,41426.7,43583.3,25575.7,25523.7,32251,31448.2,25903.1,21602,27539.3,45094.4,31092.5,26116.6,31242.7,28692,42539.3,28957.9,31170.7,31580.7,28636.8,37158,36341.4,27600,30993.7,36508.5,29517.7,36587,42836.7,29095.8,28747.2,28206.8,28956.1,19791.9,25641,30958.6,30850.4,42699.8,30754.4,35162.9,33429.1,43101.9,38496.8,31053.3,34182.9,41509.5,25087.8,36762.5,531.243,29474.7,34716.5,55749.8,59663.6,30213.5,38699.4,33282.9,27882.8,30868.6,29810.3,36446.8,31218.1,31078.2,31364.3,42063.4,25711.2,30160.1,33969.7,30482.2,29134,31029.3,31427.6,31389.4,30331.8,30940,31065.5,29400.7,28896,15094.3,34547.7,48977.8,30725.4,29629,30910.2,34094.9,26200.4,30148,24621.5,42728.7,42807.1,20063.7,19856.8,28999.2,33687.7,31246.3,28742.2,30741.8,30714,29059.9,28671.9,53278.5,42795.6,57621,26273.9,42990.9,32523.3,49089.9,41715.3,31427,48560.6,35488.4,19762.8,32687.5,35535.8,30262.8,25627.3,36305.7,22569.2,28979.1,34872.2,33581.7,25994.2,31891,18869.9,44260.7,27229.3,52321.3,41959.7,28956.5,19755.9,42308.6,23940.6,30650.9,28343.6,43595.6,33329.2,19344.7,36998.2,38256.8,52282.2,57636.1,29474.5,40368.3,42661.1,17458.1,30394.9,41517.5,26369.7
39905.8,0,11637.3,11393.7,26359.5,28742.4,3293.86,40037.3,63304.4,67431.9,3986.65,40228.4,10599.4,30439.5,28545.4,52204.5,22746.9,16963.6,16803.9,28677.6,44486.3,27804.9,66451.7,16332.5,10399.7,27319.2,23566.5,46231.8,25334.6,23580.2,25400.2,28470.1,27267.8,22778,20596.7,43962.3,28490.8,25052,47995.1,40232.6,20789.1,28319.5,27395.9,11014.6,38848.9,10564.6,63702.5,57384.9,28826.7,39854.1,18371.4,24337.8,27818.9,43926.3,27506.1,42471,43743.5,28659.7,63273,27694.8,63475.2,66268,17339.1,66400.8,69515.6,3609.05,23485.6,39529.6,53335,63359.8,22477.5,60741.4,64815.6,28247.1,27719,22109,63459.7,48061.8,60454,22443.1,22476.3,13363.7,27913.3,27711.1,27181.5,28293.7,40218,28653.4,10493.3,10260.5,22557.8,28318.4,27809.9,44221.2,57443.8,34602.9,8080.08,28026.3,27560.3,28950.5,63647,6326.84,27269.3,10877.2,64819.2,28397.3,31822.7,27909.4,27672.5,48148.3,22338.1,9413.26,35015.9,20748.5,22453.5,28299.3,27774,63235.2,28349.4,13641.1,44557.5,21013.8,27811.8,27665.6,28387.5,27672.7,32178.2,10089.1,10880.9,26942.2,23708.5,28436.4,70008.9,20325.9,22421.9,10486.7,58810.2,28124.4,53548.7,25530.8,1944.33,10498.8,16191.1,28413.6,28277.9,37960.1,27497.3,45552.9,27799.8,39485.1,27523.9,28160.1,51751.8,40173.4,15737.4,11046.8,55673.7,23232.6,30550.6,27384.8,26074.1,30088.1,27990.3,10543.6,27907.6,44220,10251.8,1588.74,11377.4,25499,30650.2,28246.7,27817.1,29597.7,29654.7,29170.7,54333.4,27870,28738.5,28390.8,63006.5,2944.27,25056.1,27140.1,27707.9,62855.7,7447.43,28090,28138.5,27311.5,27885.2,28251.7,28070.5,10550.7,63299.2,22419.1,62644.3,22551.5,44213.3,30636.6,27148.1,27178.3,10370.3,26965.2,28093.6,28379.2,10552.7,66187,25132.7,67575.6,61740.9,64816.8,3965.08,40291.3,64005.1,22484.1,22055.1,66704.9,27336.3,66288.2,24963.7,22459.9,30993.8,27186.4,28134.5,26999.7,27624.9,28065.1,8799.12,30831.8,28386.5,66666.2,28538.4,63552.7,28419.8,24941.6,27738,27400.8,27610.6,27316,63606.1,52930.8,28095.2,10651.8,13172,27052.2,63823,27421.1,27381.2,40225.7,67159.9,25482.3,39735,10417.8,43734,44161.4,63277.1,27454.5,27330.5,63050.9,27334.7,26963.9,24306.1,57282.3,59957.9,10265,31167.2,14080.4,10147.2,16355,22811.2,9381.04,27798.6,16366.5,28018.3,44246.6,28410.8,32978.6,37451.6,25522.2,27978.3,45595.8,25055.1,28139.7,24409.6,48851.9,66937.1,43185.6,13425.3,60641.7,14732.3,8831.13,22405.5,44374,7442.24,63649.1,26879.3,27925.8,10352,10269.2,44063.9,3721.4,66505.1,59032.9,31643.5,63804.7,71384.1,55851.8,47670,34454.8,3382,49081.7
46878.2,11637.3,0,3819.18,29659.1,28991.7,12113.8,39186.3,66434.1,69996.2,11871.5,47261.7,3911.65,30512.4,27047.4,57325.8,12619.7,23277.1,16513.1,26306.9,46710.8,23803.4,68669.2,5078.12,3939.6,25686.4,20557.8,57440.1,24958.1,27298.9,28759.3,26667.6,19640.2,19878.4,20234.9,46255.1,26721.3,26077.2,48308.2,40338.5,17586.3,26651.2,25717.8,21614.5,42029.9,4789.46,66807.6,61702.1,26333.1,34678.2,18655,23831.3,25932.4,50401.9,26048.4,42893.4,45873.5,26299.4,66424.8,25804.2,66592.1,66972.9,23862.4,66766.3,70110.7,12130.9,20714.7,39567.9,64641.7,66446.8,33861.3,62679.2,70853.1,26441.6,25819.1,10563.5,66586.4,48376.3,65144.9,33828.4,33866,3420.35,26021.8,25885,26070.1,26530.4,40335.7,26878.3,3918.9,4113.67,33939.5,26650.7,25922.3,46515,55219.1,32517.8,18817.4,26521.5,24053.9,30391.2,69683.3,5677.57,25314,2272.19,70874.3,26698.9,25838.7,26021.1,25752.3,48453.6,18653.2,11880.8,41627.5,17507.2,33844.6,26493.1,25953.4,66393.6,26667.6,24890,45303.9,32595.2,25960,24157.7,26638.7,26104.1,35029.9,3740.4,4007.85,35324.3,20626.5,26626.9,73489.3,31447.7,33817.3,3975.44,59671.5,26265.7,64865.1,26651.3,12254.8,4061.8,14188.2,26647,26474.1,37912.5,26036.8,47147.8,25904.7,38884.7,25632.4,27868.8,56829.8,47261.1,10528.8,1309.55,56660.6,24438,30721.5,25817.5,28615.5,30386.1,24453.1,3993.18,26065.3,46503.7,4097.51,11378.6,3826.58,26454.6,30960,26042.5,25966,29848.4,31531.2,28820.8,50679.2,26165.2,28988.1,26598.1,66188.8,11859.3,24561.8,25446.3,25806.6,66011.4,19075.4,24166.4,27853.4,25681.8,23886.4,27174.8,24042,4258.03,66423.5,33802,65893.3,33954.4,46456.8,30903.9,25544.5,25618.9,4345.69,25462.5,24669.9,25681.7,3970.09,66923.6,23667.6,70165.8,72899.4,70867.2,11935.1,47332.6,67212.3,19518.8,10526.6,61368.7,26036.2,66985.8,22480.6,33759.8,29282,26069.4,24167,25295,25939.9,26236.9,4825.52,31059.8,27038.2,69051.5,27050.3,66742.9,26713.6,23324.6,25915.6,26045.8,25984.7,25655.6,66713.6,53753.3,32948.6,12400.7,2099.8,25555.4,66914,25819.8,24419.8,40331.4,71265,26867.5,34499.9,4245.01,45861.5,46382.4,66430.3,24666.6,25592.1,66228.6,25810.6,25478.7,23883.8,59002.9,55025.7,4211.45,19977.4,23522.6,3971.13,16190.8,12652.3,5182.81,25957.3,5103.92,24456.2,46501.1,26020.8,29563.7,36116.7,26450.2,24067.8,47197,24551.3,24839,21829.2,59415.1,70195.9,45601,4767.08,63646.6,5827.93,4924.66,33806.5,46641.7,4975.61,69689.5,25427.9,27356.6,3367.04,21710.4,46418.2,11806.9,67399.4,54200.5,20517.3,66947.6,72922.3,53177.7,57187.9,32949.6,13785.9,59670.7
43598.7,11393.7,3819.18,0,25979.4,25172.6,12868.6,35417.5,62648.3,66188.4,10326.1,43992.4,800.082,26695.3,23275.7,53713.8,11369.2,20174.5,12720.8,22596.1,42907.5,20270.3,64854.4,5589.09,998.89,21915.8,16855.1,55804.4,21140.6,23686.5,25093.1,22913.5,17007.7,16156.8,16417.8,42454.5,22965.1,22274.4,44502.7,36531.3,13862.7,22887.9,21950.1,22196.3,38281.5,1302.74,63020.5,57999.6,22634,31473.7,14866.7,20013.9,22179.8,47010.8,22269.6,39080.9,42068.1,22587.5,62640,22051.2,62805.7,63167.2,20787.7,62971.8,66309.7,12980.3,16990.8,35761.6,63089.1,62659.1,32568.4,58861.9,67333.4,22686.3,22066.8,11400.5,62800.4,44570.9,61471.5,32537.6,32580.2,2293.46,22270.2,22128,22274.7,22772.7,36528.1,23123.4,904.949,1162.83,32643.1,22887.4,22169.8,42714.1,51606.5,28817.5,17386,22747.6,20450.9,26589.1,66165.6,5134.55,21562.5,1660.89,67357.2,22937.9,22753.2,22269.2,22001,44648.5,15001,8769.66,38310.4,13786.2,32560.8,22738.2,22196.4,62609.2,22905.3,23594.2,41487.4,31647.7,22205.1,20556.1,22880.7,22331.8,31282.6,1317.26,554.923,32489.4,16932.2,22873,69716,31713.4,32539.3,919.22,55859,22513.1,63323.2,22849.6,12561.2,926.911,10369,22890.2,22718.9,34106.7,22258,43330.7,22152.5,35102.1,21878.4,24054,53213.9,44003,6872.17,2591.24,52844.9,20649.6,26903.5,22043.7,24880.1,26567.2,20858.6,867.878,22310.4,42702.4,1167.25,11661.8,18.6998,22648.3,27141.2,22315.2,22211.1,26029.5,27742.6,25008.7,47254.1,22401.7,25169,22842.9,62405.7,12536.5,20745.2,21678.1,22054.3,62227.2,18678.9,20625.5,24038.5,21911,20354,23382.1,20516.1,956.387,62637.5,32508.5,62113.6,32684.6,42654.2,27085.3,21771.4,21843.6,1149.49,21683.3,21062.3,21997.8,854.596,63117,19877.4,66358.6,71169.9,67349.4,10398.2,44064.6,63429.6,15799,12599.7,58309.5,22249.2,63180.3,18748.9,32371.8,25535.2,22274.3,20633,21526.6,22173.9,22482,2653.55,27241.6,23258.1,65239.8,23278,62959.7,22953.1,19540.1,22158.5,22261.5,22215.2,21886.5,62926.7,49939.3,29418.3,9060.19,5729.57,21776.3,63126.2,22048,20753.2,36524.2,67533.5,23075.1,31307.7,1063.88,42056,42579.2,62645.6,20983.5,21827.6,62445.2,22034.3,21698.6,20065.6,55184.3,51857.9,1186.4,19884.3,21297.6,1249.38,12409.5,11430.5,2352.27,22201.8,5628.29,20865.2,42698.9,22309.6,25998.8,32370.2,22643.1,20523.7,43380,20734.8,21217.1,18099.8,57283.3,66413.5,41805.5,2051.24,59857.3,9627.69,2655.34,32535.9,42839.8,3972.21,66172.4,21645.8,23546.8,1164.95,20695.3,42619.4,10345.4,63589,51008.7,20329.7,63162.1,69103.7,49615.4,54566.6,29203.9,14221.6,57553.5
19812.1,26359.5,29659.1,25979.4,0,7589.89,29642.4,16774.7,37188.5,41145.3,22459.8,20260.7,25752.5,8563.35,11539.7,27802.8,29495.9,10523.1,13553.3,13542.2,18134.5,17024.6,40106.6,30168.1,25719.5,11679.4,14794.5,43781,8942.99,2813.42,960.607,12216.7,25032.6,14720.9,10892.1,17606.6,12145.8,5877.99,22511,15556.4,15825.6,11885.9,11788.1,33291.2,12610.7,24876.7,37577.6,32047.8,13851.5,25413.8,11483.4,9453.83,12304.3,22228.8,11301,17213,17406.5,13515.2,37166.6,12298,37354.5,40160.6,10544.5,40447.6,43425.9,29961.8,14329.2,15033.2,50899.9,37226.2,28410.1,34383,41654.4,12184.6,12322,34302,37343.1,22573.5,35492.6,28407.2,28468.1,27630.9,12328.2,12154.5,10492.4,12097,15528.7,12189.7,25741.2,25547.8,28430.8,11884.4,12305.6,17864.9,34279.4,15287.6,22055.8,11469.4,15884.8,4996.36,40497.8,26147.6,12399.5,27389.7,41686.9,11967.5,22859,12320.5,12362,22663.9,16325.7,18457.2,14671.7,15907.5,28470.5,12195,12149.8,37131.5,11921.7,24068.9,18877.4,30218.9,12225.3,15905,12080.2,11568.8,5820.84,25938.6,25684.4,15340.8,14922.3,12226.4,44088.8,37653.4,28497.9,25684.6,32712.8,12285.2,51190.3,5513.37,28208.6,25598.9,16324.4,12125.2,12185.9,13830.9,11306.6,19341.3,12321.3,15926.2,12280.7,8715.25,27295.4,20361,20949.9,28350.5,29561.1,6382.62,8401.04,11537.3,1980.11,7927.88,16026.6,25668.8,12216.4,17864.3,25564.4,27931.3,25967.4,5901.45,8151.22,13085.3,12224.3,7844.25,4515.82,9064.71,33738,11901,7588.09,12180.1,36912.5,29302.6,9255.47,11803.5,12323.7,36749.4,27271.3,16907.2,8697.75,11671.8,17034,10529.7,17137,25405.5,37181,28370.1,36579.7,28643.7,17860.6,8234.83,11601.3,11504,25313.4,11364.4,15792.8,14219.7,25692.1,40067.4,11355.5,41295.3,57069.1,41676.8,22465.7,20337.8,37926.1,14913.5,37196.7,48122.2,10930.1,40183.5,13548.9,27615.1,12727.3,10505.4,17014.2,11819.3,11826.5,12207.2,25136.8,8410.36,11170.5,40343.4,11515.8,37464.3,11989.5,11707.2,12149.4,11059.4,11691.6,11741.6,37481.9,26942.2,4882.54,17570.9,31683.8,11355.5,37692.7,11617.5,14652.1,15550.6,41655.7,4915.79,25473.2,25414.4,17397.5,17810.9,37171.3,14276.1,11918,36955.1,11435.9,11325.1,9283.04,30947.9,41178.8,25449.4,37893.9,17431.9,25698.1,13765.8,29602,24578.7,12199.7,30202.4,16087.5,17893,13533.6,17396.1,15623,5958.88,16855.6,19381.1,9276.53,15526.9,13806.8,41360.6,40892.4,16826.1,26134.7,34465.6,35449.9,25016,28547.9,18019,25869.7,40506.7,11245.8,9321.21,26296.3,24802.7,17705.1,22720,40324.9,40151,37883.7,37696.3,45041.6,33467.8,35134.9,13980.2,29102.6,41714.3
26116.5,28742.4,28991.7,25172.6,7589.89,0,31990.7,11366.3,37899.9,41163.3,24767,26571.4,25180.4,1701.29,4397.12,31257.7,25649.3,15879.6,12705.9,6521.09,18043.1,10574,39744.7,28203.5,25206.8,5091.54,9971.16,51369.4,4076.76,8914.22,7777.92,5157.95,19470.8,10280.6,8798.16,17644.6,5073.61,3836.54,19525.2,11596.2,12209.7,4859.38,5165.89,37378.1,14610.9,24326.7,38253.8,34310.3,6808.86,17823.9,10699.5,5193.78,5513.76,27739.7,4608.72,14018.7,17175.2,6497.68,37903.8,5560.73,38048.1,38129.4,16159.6,38056.5,41316.7,32289.2,9578.41,10861.1,58488.5,37887.4,35128.2,33722,45455.3,5209.32,5575.49,31268.1,38048.3,19593.1,38057.1,35121.1,35182.1,26305.7,5499.07,5402.37,3971.76,5096.72,11586.1,5061.8,25200.6,25077.5,35157.7,4858.2,5518.94,17896.3,29053.3,7875.99,26374.8,4537.55,9428.75,3113.77,44341.4,26814.2,5858.19,26774.1,45504.9,4916.69,15965.3,5492.51,5637.94,19675.3,11966.9,19623,21351.9,12300.3,35181.5,5199.94,5369.75,37877.1,4886.02,29654.4,16350,36602.5,5433.09,9414.22,5041.97,4805.29,8520.09,25517.6,25028.5,22918.3,10025.1,5181.15,45078.1,43079.2,35202.9,25146.1,30756.1,5366.34,58779.1,3507.46,30683.1,25057.1,14803.7,5080.55,5198.55,9251.48,4618.93,18208.1,5539.88,10759.7,5618.42,1582.34,30730.9,26712.7,18891.6,27741.3,27707.4,5593.14,1814.96,4912.93,5785.61,1402.87,9436.54,25113.4,5382.66,17878.9,25096.5,30204.1,25165.3,3393.56,1982.11,6178.01,5429.77,873.407,4527.91,1495.51,27299.4,5064.51,3.92763,5148.52,37689.9,31614.9,4495.44,5307.65,5582.11,37498.9,31397,10356.8,1580,5087.5,10558.5,3433.86,10611.8,24849.8,37886.3,35083.5,37441.1,35355.3,17808.3,1941.07,5098.1,4983.84,24813.1,4956.27,9150.25,7355.19,25134,38069.5,6023.21,41340.8,64594.5,45490.2,24794.9,26647.3,38713.8,10596.5,34663.8,41300.4,4319.22,38144.8,8118.26,34383.4,5145.8,3981.54,10458.9,5394.55,5097.05,5307.09,25111.5,2120.01,4061.95,40168,4374.05,38240.7,4931.68,6443.6,5385.13,4415.7,4962.89,5156.95,38162.5,24824,12155.1,18464.9,30815.7,4900.56,38350.6,4977.43,8178.06,11589.1,43376.1,3849.5,17883.8,24898.4,17162,17722.5,37910.2,7751.11,5331.53,37726.3,4834.18,4917.86,5123.92,30026.1,34325.9,24978.8,33084.9,23058.7,25260.4,13100,25749.8,24401.3,5411.72,28231.8,9493.11,17858.1,6602.52,9856.74,9189.76,3353.77,10336.2,18258.4,4509.18,8847.82,8637.29,48850.7,41688.3,17101.2,24725.4,35079.6,34775.4,24985.7,35247.4,18002.5,26222.1,44354.3,4885.81,2348.93,25800.8,29675.6,17842.8,25030.8,38500.7,33309.4,32959.4,38414,43933.9,27790.4,42296.7,6811.16,31886,49207.7
